Sector,Industry,KPI Name,Specification ID,Scope,Specification,Cluster,ESG Category
Consumer Goods,Nondurable Household Products,Packaging,E10-03,III,"Breakdown of materials used for packaging in percent for paper, glass, metal, nonbiodegradable plastic, biodegradable plastic, material from FSCE10-04 III Total cost of packaging in $,€E10-05 III Cost of packaging per revenue in percent",1,Social
Consumer Goods,Nondurable Household Products,Recycling Quota,E14-01,III,Number of units of products delivered to company for recycling in relation to totaloutput of units p.a.E14-02 III Products delivered to company for recycling in tonnes in relation to total output ofunits in tonnes p.a.,0,Environmental
Consumer Goods,Nondurable Household Products,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufacturedE28-03 III Groundwater consumption in m³,0,Environmental
Consumer Goods,Nondurable Household Products,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Consumer Goods,Furnishings,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Consumer Goods,Furnishings,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Consumer Goods,Furnishings,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Consumer Goods,Furnishings,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Consumer Goods,Furnishings,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Consumer Goods,Furnishings,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Furnishings,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Furnishings,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Consumer Goods,Furnishings,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Consumer Goods,Furnishings,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Consumer Goods,Furnishings,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Furnishings,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Furnishings,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Consumer Goods,Furnishings,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Consumer Goods,Furnishings,End of Product,E09-01,II,Percentage of total product output in terms of revenue which has undergone aLifecycle design for disassembly design process,2,Governance
Consumer Goods,Furnishings,Packaging,E10-01,II,Total amount of packaging material used in tonnesE10-02 II Packaging material per tonne of output,1,Social
Consumer Goods,Furnishings,Water Consumption,E28-01,II,Water consumption in m³,0,Environmental
Consumer Goods,Furnishings,"Sustainable, Organic &",E31-04,II,"Percentage of total forestry product output in revenues €, $ with products fromFair Trade Products recognised forest certification schemes (FSC, Programme for the Endorsement ofForest Certification Schemes PEFC, Canadian Standard Association CSA,Sustainable Forestry Initiative SFI, Malaysian Timber Certification Council)",0,Environmental
Consumer Goods,Furnishings,Environmental,E33-02,II,Percentage of revenue from eco-labeledCompatibility products (www.eco-label.com),0,Environmental
Consumer Goods,Furnishings,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Consumer Goods,Furnishings,Certification of,S07-01,II,Percentage of total facilities certificated according to ISO 9001 standardFacilitiesS07-02 II Percentage of total facilities certificated according to SA 8000 standardS07-03 II Percentage of total facilities certificated according to OHSAS 18001 standard,1,Social
Consumer Goods,Furnishings,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Consumer Goods,Furnishings,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Consumer Goods,Furnishings,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Consumer Goods,Furnishings,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Consumer Goods,Furnishings,Vertical range of,V17-01,II,Vertical range of manufacturing in Percentmanufacturingintegration in Percent,2,Governance
Consumer Goods,Furnishings,Brand Value,V24-01,II,Value of brand as measured by third-party or external consultancy in monetaryterms i.e. currency incl. name and/or method of valuation,2,Governance
Consumer Goods,Furnishings,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Consumer Goods,Furnishings,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Consumer Goods,Furnishings,End of Product,E09-02,III,"Percentage of total product output in terms of revenue eligible for remanufactureLifecycle or re-conditioning processesE09-03 III Percentage of total product output in terms of revenue which is reused in themanufacturing process, sold or donated to third partiesE09-04 III Degree to which products (on average) can be recycled calculated as apercentage of all materials usedE09-05 III Degree to which products (on average) can be recycled calculated as apercentage of all associated material costs",2,Governance
Consumer Goods,Furnishings,Packaging,E10-03,III,"Breakdown of materials used for packaging in percent for paper, glass, metal, nonbiodegradable plastic, biodegradable plastic, material from FSCE10-04 III Total cost of packaging in $,€E10-05 III Cost of packaging per revenue in percent",1,Social
Consumer Goods,Furnishings,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufactured,0,Environmental
Consumer Goods,Furnishings,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibility,0,Environmental
Consumer Goods,Furnishings,Customer Retention,V05-03,III,"Share of market by product, product line, segment, region or total",2,Governance
Consumer Goods,Furnishings,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Consumer Goods,Home Construction,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Consumer Goods,Home Construction,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Consumer Goods,Home Construction,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Consumer Goods,Home Construction,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Consumer Goods,Home Construction,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Consumer Goods,Home Construction,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Home Construction,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Home Construction,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Consumer Goods,Home Construction,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Consumer Goods,Home Construction,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Consumer Goods,Home Construction,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Home Construction,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Home Construction,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Consumer Goods,Home Construction,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Consumer Goods,Home Construction,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Consumer Goods,Home Construction,Eco-Design,E13-01,II,Improvement rate of product energy efficiency compared to previous year,0,Environmental
Consumer Goods,Home Construction,Water Consumption,E28-01,II,Water consumption in m³,0,Environmental
Consumer Goods,Home Construction,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Consumer Goods,Home Construction,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs,1,Social
Consumer Goods,Home Construction,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards",1,Social
Consumer Goods,Home Construction,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Consumer Goods,Home Construction,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Consumer Goods,Home Construction,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Consumer Goods,Home Construction,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Consumer Goods,Home Construction,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Consumer Goods,Home Construction,Vertical range of,V17-01,II,Vertical range of manufacturing in Percentmanufacturingintegration in Percent,2,Governance
Consumer Goods,Home Construction,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Consumer Goods,Home Construction,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Consumer Goods,Home Construction,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufacturedE28-03 III Groundwater consumption in m³E28-04 III Waste effluent water in cubic meters,0,Environmental
Consumer Goods,Home Construction,Health & Safety,S05-03,III,Spending on product safety per unit produced corporateAspects of Products,1,Social
Consumer Goods,Home Construction,Customer Retention,V05-03,III,"Share of market by product, product line, segment, region or total",2,Governance
Consumer Goods,Home Construction,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Consumer Goods,Consumer Electronics,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Consumer Goods,Consumer Electronics,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Consumer Goods,Consumer Electronics,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Consumer Goods,Consumer Electronics,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Consumer Goods,Consumer Electronics,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Consumer Goods,Consumer Electronics,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Consumer Electronics,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Consumer Electronics,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Consumer Goods,Consumer Electronics,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Consumer Goods,Consumer Electronics,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Consumer Goods,Consumer Electronics,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Consumer Electronics,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Consumer Electronics,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Consumer Goods,Consumer Electronics,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Consumer Goods,Consumer Electronics,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Consumer Goods,Consumer Electronics,End of Product,E09-01,II,Percentage of total product output in terms of revenue which has undergone aLifecycle design for disassembly design process,2,Governance
Consumer Goods,Consumer Electronics,Packaging,E10-01,II,Total amount of packaging material used in tonnesE10-02 II Packaging material per tonne of output,1,Social
Consumer Goods,Consumer Electronics,Eco-Design,E13-01,II,Improvement rate of product energy efficiency compared to previous year,0,Environmental
Consumer Goods,Consumer Electronics,Water Consumption,E28-01,II,Water consumption in m³,0,Environmental
Consumer Goods,Consumer Electronics,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Consumer Goods,Consumer Electronics,Health & Safety,S05-01,II,Total spending on product safety corporateAspects of Products,1,Social
Consumer Goods,Consumer Electronics,Supplier Agreements,S06-03,II,Share of supplier that are signatories to the EICC (Electronic Industry Code ofand Supply Chain Conduct)Partners Screened forRisk of ESGInfringement,1,Social
Consumer Goods,Consumer Electronics,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards",1,Social
Consumer Goods,Consumer Electronics,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Consumer Goods,Consumer Electronics,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Consumer Goods,Consumer Electronics,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Consumer Goods,Consumer Electronics,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Consumer Goods,Consumer Electronics,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Consumer Goods,Consumer Electronics,Vertical range of,V17-01,II,Vertical range of manufacturing in Percentmanufacturingintegration in Percent,2,Governance
Consumer Goods,Consumer Electronics,Brand Value,V24-01,II,Value of brand as measured by third-party or external consultancy in monetaryterms i.e. currency incl. name and/or method of valuation,2,Governance
Consumer Goods,Consumer Electronics,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Consumer Goods,Consumer Electronics,Emissions to Air,E03-04,III,TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 1E03-05 III TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 2,0,Environmental
Consumer Goods,Consumer Electronics,Emissions to Water,E03-09,III,TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 1E03-10 III TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 2,0,Environmental
Consumer Goods,Consumer Electronics,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Consumer Goods,Consumer Electronics,End of Product,E09-02,III,"Percentage of total product output in terms of revenue eligible for remanufactureLifecycle or re-conditioning processesE09-03 III Percentage of total product output in terms of revenue which is reused in themanufacturing process, sold or donated to third partiesE09-04 III Degree to which products (on average) can be recycled calculated as apercentage of all materials usedE09-05 III Degree to which products (on average) can be recycled calculated as apercentage of all associated material costs",2,Governance
Consumer Goods,Consumer Electronics,Packaging,E10-03,III,"Breakdown of materials used for packaging in percent for paper, glass, metal, nonbiodegradable plastic, biodegradable plastic, material from FSCE10-04 III Total cost of packaging in $,€E10-05 III Cost of packaging per revenue in percent",1,Social
Consumer Goods,Consumer Electronics,Recycling Quota,E14-01,III,Number of units of products delivered to company for recycling in relation to totaloutput of units p.a.E14-02 III Products delivered to company for recycling in tonnes in relation to total output ofunits in tonnes p.a.,0,Environmental
Consumer Goods,Consumer Electronics,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufacturedE28-03 III Groundwater consumption in m³E28-04 III Waste effluent water in cubic meters,0,Environmental
Consumer Goods,Consumer Electronics,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibilityE33-02 III Percentage of revenue from eco-labeledproducts (www.eco-label.com),0,Environmental
Consumer Goods,Consumer Electronics,Health & Safety,S05-02,III,Percentage of total products sold or shipped corporate subject to product recallsAspects of Products for safety or health reasonsS05-03 III Spending on product safety per unit produced corporate,1,Social
Consumer Goods,Consumer Electronics,Customer Retention,V05-03,III,"Share of market by product, product line, segment, region or total",2,Governance
Consumer Goods,Consumer Electronics,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Consumer Goods,Recreational Products,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Consumer Goods,Recreational Products,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Consumer Goods,Recreational Products,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Consumer Goods,Recreational Products,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Consumer Goods,Recreational Products,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Consumer Goods,Recreational Products,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Recreational Products,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Recreational Products,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Consumer Goods,Recreational Products,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Consumer Goods,Recreational Products,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Consumer Goods,Recreational Products,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Recreational Products,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Recreational Products,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Consumer Goods,Recreational Products,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Consumer Goods,Recreational Products,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Consumer Goods,Recreational Products,End of Product,E09-01,II,Percentage of total product output in terms of revenue which has undergone aLifecycle design for disassembly design process,2,Governance
Consumer Goods,Recreational Products,Packaging,E10-01,II,Total amount of packaging material used in tonnesE10-02 II Packaging material per tonne of output,1,Social
Consumer Goods,Recreational Products,Eco-Design,E13-01,II,Improvement rate of product energy efficiency compared to previous year,0,Environmental
Consumer Goods,Recreational Products,Water Consumption,E28-01,II,Water consumption in m³,0,Environmental
Consumer Goods,Recreational Products,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Consumer Goods,Recreational Products,Health & Safety,S05-01,II,Total spending on product safety corporateAspects of Products,1,Social
Consumer Goods,Recreational Products,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards",1,Social
Consumer Goods,Recreational Products,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Consumer Goods,Recreational Products,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Consumer Goods,Recreational Products,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Consumer Goods,Recreational Products,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Consumer Goods,Recreational Products,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Consumer Goods,Recreational Products,Vertical range of,V17-01,II,Vertical range of manufacturing in Percentmanufacturingintegration in Percent,2,Governance
Consumer Goods,Recreational Products,Brand Value,V24-01,II,Value of brand as measured by third-party or external consultancy in monetaryterms i.e. currency incl. name and/or method of valuation,2,Governance
Consumer Goods,Recreational Products,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Consumer Goods,Recreational Products,Emissions to Air,E03-04,III,TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 1E03-05 III TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 2,0,Environmental
Consumer Goods,Recreational Products,Emissions to Water,E03-09,III,TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 1E03-10 III TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 2,0,Environmental
Consumer Goods,Recreational Products,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Consumer Goods,Recreational Products,End of Product,E09-02,III,"Percentage of total product output in terms of revenue eligible for remanufactureLifecycle or re-conditioning processesE09-03 III Percentage of total product output in terms of revenue which is reused in themanufacturing process, sold or donated to third partiesE09-04 III Degree to which products (on average) can be recycled calculated as apercentage of all materials usedE09-05 III Degree to which products (on average) can be recycled calculated as apercentage of all associated material costs",2,Governance
Consumer Goods,Recreational Products,Packaging,E10-03,III,"Breakdown of materials used for packaging in percent for paper, glass, metal, nonbiodegradable plastic, biodegradable plastic, material from FSCE10-04 III Total cost of packaging in $,€E10-05 III Cost of packaging per revenue in percent",1,Social
Consumer Goods,Recreational Products,Recycling Quota,E14-01,III,"Number of units of products, containers, packages or parts of products returnedto company for recycling in relation to total output of units p.a.E14-02 III Number of units of products, containers, packages or parts of products returnedto company for recycling in tonnes in relation to total output of units in tonnesp.a.",0,Environmental
Consumer Goods,Recreational Products,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufacturedE28-03 III Groundwater consumption in m³E28-04 III Waste effluent water in cubic meters,0,Environmental
Consumer Goods,Recreational Products,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibilityE33-02 III Percentage of revenue from eco-labeledproducts (www.eco-label.com),0,Environmental
Consumer Goods,Recreational Products,Health & Safety,S05-02,III,Percentage of total products sold or shipped corporate subject to product recallsAspects of Products for safety or health reasonsS05-03 III Spending on product safety per unit produced corporate,1,Social
Consumer Goods,Recreational Products,Supplier Agreements,S06-03,III,Share of supplier that are signatories to the EICC (Electronic Industry Code ofand Supply Chain Conduct)Partners Screened forRisk of ESGInfringement,1,Social
Consumer Goods,Recreational Products,Customer Retention,V05-03,III,"Share of market by product, product line, segment, region or total",2,Governance
Consumer Goods,Recreational Products,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Consumer Goods,Toys,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Consumer Goods,Toys,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Consumer Goods,Toys,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Consumer Goods,Toys,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Consumer Goods,Toys,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Consumer Goods,Toys,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Toys,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Toys,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Consumer Goods,Toys,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Consumer Goods,Toys,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Consumer Goods,Toys,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Consumer Goods,Toys,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Consumer Goods,Toys,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Consumer Goods,Toys,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Consumer Goods,Toys,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Consumer Goods,Toys,End of Product,E09-01,II,Percentage of total product output in terms of revenue which has undergone aLifecycle design for disassembly design process,2,Governance
Consumer Goods,Toys,Packaging,E10-01,II,Total amount of packaging material used in tonnesE10-02 II Packaging material per tonne of output,1,Social
Consumer Goods,Toys,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties,2,Governance
Consumer Goods,Toys,Fatalities & Injuries,S04-01,II,Total number of fatalities divided by total number of hours worked by FTEsS04-02 II Total number of injuries divided by total number of hours worked by FTEs,1,Social
Consumer Goods,Toys,Health & Safety,S05-01,II,Total spending on product safety corporateAspects of ProductsS05-02 II Percentage of total products sold or shipped corporate subject to product recallsfor safety or health reasons,1,Social
Consumer Goods,Toys,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards",1,Social
Consumer Goods,Toys,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Consumer Goods,Toys,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Consumer Goods,Toys,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Consumer Goods,Toys,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Consumer Goods,Toys,Vertical range of,V17-01,II,Vertical range of manufacturing in Percentmanufacturingintegration in Percent,2,Governance
Consumer Goods,Toys,Brand Value,V24-01,II,Value of brand as measured by third-party or external consultancy in monetaryterms i.e. currency incl. name and/or method of valuation,2,Governance
Consumer Goods,Toys,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
